Task_ID,Project_Phase,Start_Date,End_Date,Planned_Duration_Days,Task_Duration_Days,Schedule_Variance_Days,Delay_Flag,Labor_Required,Equipment_Units,Planned_Cost_USD,Material_Cost_USD,Cost_Variance_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Safety_Incident_Count,Incident_Severity,Near_Miss_Count,Safety_Score
T894,Structural,2024-05-27,2024-07-28,51,62,11,1,10,3,9273.6,11181.42,1907.82,3,Low,0.64,0.57,0,0,None,0,98.2
T895,MEP,2024-11-04,2025-01-05,52,62,10,1,2,4,12367.07,13469.56,1102.49,15,High,0.33,0.4,4,0,None,0,100.0
T896,Foundation & Sitework,2024-05-28,2024-06-21,19,24,5,1,1,9,79621.45,97936.0,18314.55,23,Low,0.81,0.46,3,0,None,0,100.0
T897,Structural,2024-08-23,2024-10-17,40,55,15,1,4,6,52664.26,67710.05,15045.79,28,Low,0.99,0.53,0,1,Minor,0,83.0
T898,Finishing & Interiors,2024-10-29,2024-11-07,9,9,0,0,14,8,79929.8,84841.84,4912.04,21,Low,0.96,0.26,1,0,None,0,100.0
T899,Pre-Construction,2024-03-18,2024-03-21,2,3,1,1,1,7,33594.11,33108.61,-485.5,29,High,0.36,0.22,3,0,None,3,94.6
T900,Foundation & Sitework,2024-05-17,2024-06-17,24,31,7,1,14,2,68226.31,67971.89,-254.42,0,High,0.9,0.8,4,0,None,2,96.6
T901,Foundation & Sitework,2024-05-14,2024-06-23,42,40,-2,0,16,3,56361.94,59829.94,3468.0,16,Low,0.76,0.45,0,3,Minor,0,51.5
T902,Pre-Construction,2024-03-19,2024-04-24,30,36,6,1,14,1,53179.99,60711.86,7531.87,24,Low,0.56,0.43,3,0,None,0,100.0
T903,Foundation & Sitework,2024-04-15,2024-05-09,18,24,6,1,3,9,71951.47,68570.71,-3380.76,9,Low,0.63,0.13,1,0,None,3,95.5
T904,MEP,2024-11-05,2024-11-11,4,6,2,1,3,7,47291.38,57960.56,10669.18,21,Medium,0.88,0.5,3,0,None,2,95.8
T905,Structural,2024-06-19,2024-08-24,66,66,0,0,9,1,34914.3,43477.17,8562.87,15,Low,0.58,0.54,0,1,Minor,1,80.3
T906,Finishing & Interiors,2024-12-09,2025-03-03,89,84,-5,0,6,3,26807.79,28316.35,1508.56,15,Medium,0.5,0.55,3,0,None,0,100.0
T907,Finishing & Interiors,2024-10-28,2025-01-11,53,75,22,1,13,4,66192.88,77089.55,10896.67,25,Low,0.59,0.67,4,0,None,2,95.5
T908,Structural,2024-08-19,2024-08-23,4,4,0,0,2,4,18505.08,23400.97,4895.89,7,Low,0.66,0.24,2,2,Minor,0,70.1
T909,Structural,2024-08-06,2024-10-24,65,79,14,1,8,5,70756.36,69543.08,-1213.28,28,Low,0.35,0.3,0,1,Moderate,3,62.2
T910,Structural,2024-07-01,2024-07-07,6,6,0,0,2,3,20654.29,24099.95,3445.66,6,Low,0.92,0.75,0,0,None,0,98.1
T911,MEP,2024-08-06,2024-09-26,50,51,1,1,4,3,47868.89,62907.69,15038.8,27,High,0.74,0.86,0,0,None,0,100.0
T912,Structural,2024-06-24,2024-08-25,61,62,1,1,15,1,75067.76,74960.75,-107.01,5,Low,0.71,0.21,0,0,None,1,100.0
T913,MEP,2024-10-17,2024-12-13,53,57,4,1,4,7,20008.62,22652.68,2644.06,15,Low,0.28,0.5,3,2,Minor,1,63.4
T914,Structural,2024-08-21,2024-10-26,74,66,-8,0,13,1,7848.23,6934.39,-913.84,19,Low,0.68,0.27,4,0,None,2,98.5
T915,MEP,2024-10-15,2025-01-02,78,79,1,1,12,2,15211.62,13966.4,-1245.22,15,Low,0.3,0.15,1,2,Moderate,0,58.3
T916,Structural,2024-08-26,2024-11-09,59,75,16,1,13,4,52831.61,60993.7,8162.09,6,Low,0.26,0.36,4,0,None,0,100.0
T917,Structural,2024-06-18,2024-06-26,8,8,0,0,14,4,85062.22,85095.19,32.97,8,Low,0.62,0.21,0,0,None,0,100.0
T918,Closeout & Commissioning,2024-12-26,2025-01-21,22,26,4,1,18,5,4274.88,5454.69,1179.81,13,Medium,0.52,0.67,3,0,None,1,100.0
T919,Finishing & Interiors,2024-10-28,2024-12-18,51,51,0,0,6,2,83247.19,73680.97,-9566.22,10,Medium,0.67,0.53,3,0,None,1,100.0
T920,Foundation & Sitework,2024-06-03,2024-07-18,42,45,3,1,11,4,30658.32,34790.55,4132.23,25,Low,0.27,0.22,0,0,None,0,98.1
T921,Finishing & Interiors,2024-12-17,2025-01-30,44,44,0,0,2,1,51760.32,48374.31,-3386.01,25,Low,0.54,0.11,3,1,Minor,0,88.6
T922,MEP,2024-10-11,2024-10-16,3,5,2,1,19,2,92927.09,92957.1,30.01,13,High,0.34,0.75,0,0,None,1,93.3
T923,Finishing & Interiors,2024-12-16,2025-02-24,51,70,19,1,19,1,28581.87,33865.18,5283.31,6,Low,0.99,0.24,4,0,None,0,100.0
T924,Finishing & Interiors,2025-01-02,2025-01-28,23,26,3,1,5,4,43188.32,47068.36,3880.04,0,Low,0.65,0.58,2,0,None,0,100.0
T925,Structural,2024-08-21,2024-10-28,64,68,4,1,19,4,2649.53,2354.56,-294.97,25,Low,0.75,0.37,3,0,None,4,89.8
T926,Pre-Construction,2024-04-04,2024-04-23,14,19,5,1,2,7,9880.59,9078.27,-802.32,24,Low,0.46,0.57,0,1,Minor,0,82.5
T927,Structural,2024-08-13,2024-11-05,66,84,18,1,10,9,23847.68,26600.57,2752.89,12,Medium,0.28,0.35,0,0,None,1,100.0
T928,MEP,2024-08-19,2024-09-08,15,20,5,1,2,9,3698.28,3757.37,59.09,19,Low,0.98,0.17,3,2,Moderate,0,56.7
T929,MEP,2024-10-09,2024-10-21,8,12,4,1,11,5,58263.98,63506.16,5242.18,2,Medium,0.43,0.28,1,0,None,0,95.5
T930,Structural,2024-06-14,2024-07-31,35,47,12,1,18,1,32892.26,43213.44,10321.18,19,Low,0.54,0.25,0,0,None,0,100.0
T931,Foundation & Sitework,2024-04-24,2024-04-25,1,1,0,0,15,1,49898.8,55266.38,5367.58,3,Low,0.72,0.44,3,0,None,1,96.8
T932,Finishing & Interiors,2024-10-24,2024-11-07,11,14,3,1,9,6,17061.91,18290.07,1228.16,28,Medium,0.22,0.63,0,0,None,0,100.0
T933,Closeout & Commissioning,2025-01-13,2025-03-18,76,64,-12,0,19,2,30249.61,30297.27,47.66,25,Low,0.85,0.31,1,0,None,0,98.8
T934,MEP,2024-08-19,2024-09-26,39,38,-1,0,9,8,60209.6,66718.62,6509.02,10,Medium,0.63,0.11,2,0,None,4,84.7
T935,Foundation & Sitework,2024-04-10,2024-05-17,38,37,-1,0,3,9,94769.48,96564.97,1795.49,1,Low,0.42,0.52,1,0,None,0,100.0
T936,Structural,2024-07-08,2024-07-19,8,11,3,1,9,4,5385.59,5991.26,605.67,13,Medium,0.25,0.58,4,0,None,0,100.0
T937,Pre-Construction,2024-04-01,2024-06-17,76,77,1,1,14,5,75802.24,89148.05,13345.81,11,Low,0.33,0.87,3,0,None,0,96.9
T938,Closeout & Commissioning,2024-12-31,2025-01-03,2,3,1,1,19,8,49314.55,58111.24,8796.69,29,High,0.92,0.57,1,0,None,0,100.0
T939,Foundation & Sitework,2024-05-22,2024-06-24,23,33,10,1,7,3,50665.44,56828.04,6162.6,16,Low,0.75,0.48,2,0,None,0,100.0
T940,MEP,2024-09-02,2024-09-08,4,6,2,1,16,5,44039.5,50527.57,6488.07,11,High,0.4,0.56,0,0,None,0,100.0
T941,Structural,2024-07-30,2024-09-18,50,50,0,0,16,3,5962.21,7870.01,1907.8,25,Low,0.25,0.84,3,0,None,2,93.6
T942,MEP,2024-08-21,2024-08-31,8,10,2,1,1,3,9849.25,9897.81,48.56,11,Medium,0.75,0.76,1,0,None,2,97.3
T943,MEP,2024-11-07,2024-11-12,4,5,1,1,4,3,55239.13,60490.29,5251.16,0,Low,0.66,0.36,2,0,None,1,100.0
T944,Finishing & Interiors,2024-11-26,2024-12-19,24,23,-1,0,4,7,31850.68,34754.9,2904.22,12,High,0.52,0.29,1,0,None,1,99.1
T945,Foundation & Sitework,2024-04-10,2024-04-20,10,10,0,0,7,7,79809.28,91809.54,12000.26,13,Low,0.49,0.31,4,0,None,0,96.1
T946,Pre-Construction,2024-04-09,2024-05-23,40,44,4,1,8,7,46249.88,41252.46,-4997.42,23,Low,0.37,0.5,3,0,None,0,100.0
T947,Foundation & Sitework,2024-05-17,2024-05-19,1,2,1,1,17,8,16015.75,15184.86,-830.89,29,Low,0.74,0.7,0,0,None,0,100.0
T948,Closeout & Commissioning,2025-01-29,2025-02-11,13,13,0,0,5,5,58407.09,71757.16,13350.07,1,Low,0.98,0.5,2,0,None,1,99.0
T949,Finishing & Interiors,2024-12-23,2025-02-01,35,40,5,1,7,5,29000.95,30041.99,1041.04,11,Low,0.34,0.15,1,0,None,1,95.6
T950,MEP,2024-10-21,2024-10-23,1,2,1,1,4,4,46544.17,53021.56,6477.39,25,High,0.68,0.68,3,0,None,0,100.0
T951,MEP,2024-09-26,2024-12-19,67,84,17,1,6,7,78713.24,70085.45,-8627.79,20,High,0.54,0.74,1,2,Minor,1,69.3
T952,MEP,2024-10-21,2024-12-25,73,65,-8,0,7,4,80706.05,90126.15,9420.1,27,Low,0.56,0.33,3,1,Minor,1,78.1
T953,Foundation & Sitework,2024-05-14,2024-07-16,63,63,0,0,18,2,67193.42,79426.93,12233.51,15,High,0.4,0.63,4,0,None,2,93.1
T954,Closeout & Commissioning,2025-02-17,2025-05-01,73,73,0,0,5,4,62856.28,67959.75,5103.47,3,Medium,0.86,0.44,1,2,Minor,1,70.9
T955,Structural,2024-08-08,2024-08-25,18,17,-1,0,3,8,55088.62,68283.69,13195.07,7,Low,0.59,0.81,4,0,None,1,92.5
T956,Structural,2024-07-19,2024-07-28,6,9,3,1,7,9,90718.58,94646.54,3927.96,1,Medium,0.63,0.78,2,0,None,5,89.6
T957,MEP,2024-08-26,2024-11-09,54,75,21,1,14,3,30713.68,30286.59,-427.09,9,Medium,0.44,0.52,4,1,Serious,0,61.8
T958,Pre-Construction,2024-03-18,2024-04-02,13,15,2,1,7,7,1028.39,1110.1,81.71,8,High,0.35,0.65,3,0,None,0,100.0
T959,Foundation & Sitework,2024-05-01,2024-05-25,21,24,3,1,5,9,28341.68,27923.5,-418.18,22,Low,0.27,0.81,2,0,None,0,97.7
T960,Finishing & Interiors,2024-10-21,2024-11-28,34,38,4,1,5,4,20143.57,22571.25,2427.68,14,Medium,0.77,0.5,1,0,None,0,97.5
T961,Foundation & Sitework,2024-05-28,2024-07-02,34,35,1,1,2,3,53949.67,66521.62,12571.95,12,Low,0.36,0.35,1,0,None,0,100.0
T962,MEP,2024-08-14,2024-10-02,38,49,11,1,6,5,68091.17,63737.45,-4353.72,22,Low,0.75,0.7,3,0,None,0,98.0
T963,Structural,2024-06-05,2024-08-13,68,69,1,1,15,1,46051.36,59752.68,13701.32,16,Low,0.51,0.28,0,0,None,0,100.0
T964,Structural,2024-07-04,2024-09-04,51,62,11,1,10,3,2569.15,2608.1,38.95,29,High,0.53,0.41,0,0,None,2,92.9
T965,Structural,2024-06-24,2024-08-23,44,60,16,1,7,8,68081.68,73149.03,5067.35,15,High,0.58,0.79,1,2,Moderate,4,44.4
T966,Structural,2024-06-25,2024-08-14,46,50,4,1,5,8,28456.03,33029.51,4573.48,27,Medium,0.49,0.68,3,0,None,0,95.1
T967,Finishing & Interiors,2024-11-19,2025-02-05,67,78,11,1,1,4,69502.97,66840.54,-2662.43,1,Medium,0.28,0.42,0,0,None,0,100.0
T968,Structural,2024-08-01,2024-10-15,76,75,-1,0,13,2,51999.38,56101.26,4101.88,19,Low,0.45,0.27,4,0,None,2,98.8
T969,MEP,2024-09-16,2024-09-25,6,9,3,1,18,8,39934.2,34930.36,-5003.84,19,Low,0.73,0.38,1,0,None,1,95.7
T970,MEP,2024-10-22,2024-11-25,25,34,9,1,13,8,10816.37,14323.05,3506.68,26,Low,0.73,0.33,4,0,None,2,92.6
T971,MEP,2024-10-28,2025-01-12,56,76,20,1,18,4,11125.09,10347.47,-777.62,13,Low,0.43,0.24,3,2,Minor,1,65.4
T972,Closeout & Commissioning,2025-02-12,2025-03-19,25,35,10,1,5,3,63896.44,83320.31,19423.87,2,Medium,0.57,0.69,4,0,None,0,100.0
T973,Finishing & Interiors,2024-12-09,2024-12-10,1,1,0,0,13,2,78145.89,91921.36,13775.47,22,Medium,0.35,0.3,0,1,Minor,2,78.4
T974,Foundation & Sitework,2024-06-07,2024-07-17,40,40,0,0,4,9,64727.32,65329.02,601.7,11,Low,0.37,0.46,0,0,None,0,100.0
T975,Pre-Construction,2024-03-12,2024-05-15,74,64,-10,0,17,1,12524.57,11239.98,-1284.59,7,Low,0.22,0.41,2,1,Minor,3,76.1
T976,Structural,2024-08-26,2024-09-17,18,22,4,1,3,7,45250.75,40800.69,-4450.06,1,Low,0.92,0.89,1,0,None,2,94.1
T977,MEP,2024-08-27,2024-10-26,60,60,0,0,17,5,74596.45,73164.98,-1431.47,3,Low,0.37,0.41,3,0,None,0,96.4
T978,Pre-Construction,2024-04-12,2024-06-15,57,64,7,1,11,8,83035.61,78202.27,-4833.34,13,High,0.38,0.16,1,2,Moderate,0,64.8
T979,MEP,2024-09-17,2024-11-28,59,72,13,1,4,4,10444.26,12703.64,2259.38,15,Medium,0.42,0.17,4,0,None,0,97.5
T980,MEP,2024-10-29,2024-11-09,9,11,2,1,2,7,961.47,1003.04,41.57,18,High,0.3,0.57,3,0,None,1,92.7
T981,Structural,2024-06-19,2024-07-03,12,14,2,1,16,5,67568.83,71501.57,3932.74,1,Low,0.71,0.58,3,0,None,0,100.0
T982,Finishing & Interiors,2024-12-03,2025-02-01,54,60,6,1,18,5,35182.63,36303.02,1120.39,11,Low,0.26,0.44,0,0,None,0,100.0
T983,Foundation & Sitework,2024-05-28,2024-06-27,27,30,3,1,8,9,19648.35,26193.65,6545.3,28,Low,0.31,0.45,4,0,None,0,99.2
T984,Pre-Construction,2024-03-29,2024-05-03,24,35,11,1,3,9,1806.68,2276.85,470.17,13,High,0.72,0.14,0,1,Moderate,0,74.2
T985,Finishing & Interiors,2024-11-15,2025-02-08,64,85,21,1,9,9,43423.93,54489.64,11065.71,5,Medium,0.47,0.51,0,0,None,0,100.0
T986,MEP,2024-08-20,2024-09-26,26,37,11,1,6,6,85297.09,85263.92,-33.17,12,Low,0.77,0.5,2,0,None,0,97.0
T987,MEP,2024-08-26,2024-08-31,5,5,0,0,10,6,86606.79,95805.53,9198.74,3,Medium,0.65,0.22,0,0,None,3,94.2
T988,Structural,2024-07-22,2024-10-13,73,83,10,1,10,5,53401.34,57008.75,3607.41,21,Low,0.4,0.18,1,0,None,0,100.0
T989,Structural,2024-07-29,2024-10-15,58,78,20,1,13,9,47121.32,51931.67,4810.35,17,Medium,0.72,0.2,3,0,None,4,87.2
T990,Finishing & Interiors,2025-01-03,2025-01-29,22,26,4,1,17,8,9373.84,9420.58,46.74,11,High,0.29,0.18,0,0,None,0,99.6
T991,Finishing & Interiors,2024-12-23,2025-02-23,54,62,8,1,9,7,55905.76,55338.41,-567.35,19,Medium,0.63,0.59,1,0,None,0,97.6
T992,MEP,2024-11-04,2024-11-08,3,4,1,1,17,7,38679.2,38617.93,-61.27,26,Medium,0.55,0.26,4,0,None,1,99.5
T993,Structural,2024-08-06,2024-11-03,81,89,8,1,9,6,58231.55,61106.39,2874.84,21,Low,0.41,0.3,3,0,None,0,100.0
T994,MEP,2024-10-14,2024-11-25,37,42,5,1,9,5,38142.78,39483.91,1341.13,29,Low,0.68,0.24,4,2,Minor,0,68.2
T995,Structural,2024-06-25,2024-09-22,76,89,13,1,1,4,23487.83,24789.61,1301.78,20,Low,0.9,0.87,1,0,None,1,98.0
T996,Foundation & Sitework,2024-04-23,2024-05-11,14,18,4,1,2,3,9150.15,10401.56,1251.41,18,Low,1.0,0.78,4,0,None,0,100.0
T997,Closeout & Commissioning,2025-01-23,2025-03-04,37,40,3,1,16,3,24605.62,32176.93,7571.31,7,Medium,0.69,0.28,4,1,Minor,0,84.4
T998,Foundation & Sitework,2024-05-27,2024-08-07,64,72,8,1,1,6,8768.89,10567.84,1798.95,6,Medium,0.52,0.36,4,0,None,0,100.0
T999,Closeout & Commissioning,2025-02-05,2025-03-16,29,39,10,1,10,4,14691.73,18512.8,3821.07,15,Low,0.38,0.27,0,0,None,0,98.5
T1000,Structural,2024-06-04,2024-06-18,12,14,2,1,18,6,107235.0,98746.28,-8488.72,18,High,0.41,0.49,0,0,None,2,89.5
T1001,Foundation & Sitework,2024-05-01,2024-06-02,32,32,0,0,8,3,48266.77,44966.25,-3300.52,5,Low,0.58,0.12,0,1,Minor,1,79.0
T1002,MEP,2024-10-14,2024-12-04,37,51,14,1,11,4,50766.07,53655.3,2889.23,19,Low,0.49,0.64,3,0,None,0,99.2
T1003,Finishing & Interiors,2024-10-22,2024-11-29,29,38,9,1,2,9,68004.14,87488.23,19484.09,26,Low,0.93,0.52,1,0,None,0,97.2
T1004,Finishing & Interiors,2024-10-28,2024-11-20,18,23,5,1,8,5,79420.54,99561.32,20140.78,20,Low,0.49,0.82,0,0,None,0,95.0
T1005,Finishing & Interiors,2024-12-10,2025-02-11,67,63,-4,0,8,7,54757.41,58688.73,3931.32,10,Low,0.5,0.23,4,0,None,0,100.0
T1006,MEP,2024-08-07,2024-08-22,12,15,3,1,17,2,88883.86,81434.91,-7448.95,4,Low,0.51,0.74,4,0,None,1,100.0
T1007,MEP,2024-09-09,2024-10-04,18,25,7,1,15,5,28788.44,33367.16,4578.72,15,Low,0.87,0.73,4,0,None,1,99.4
T1008,Finishing & Interiors,2024-11-04,2024-11-21,14,17,3,1,17,9,31425.11,31268.65,-156.46,6,High,0.72,0.2,4,0,None,1,93.7
T1009,Structural,2024-07-29,2024-10-03,57,66,9,1,13,3,31134.58,40867.67,9733.09,26,Low,0.69,0.42,2,0,None,0,96.2
T1010,MEP,2024-11-07,2025-01-24,74,78,4,1,19,9,74307.16,67578.22,-6728.94,4,Low,0.47,0.24,3,0,None,0,95.7
T1011,Foundation & Sitework,2024-05-22,2024-07-14,48,53,5,1,5,6,58335.4,68536.98,10201.58,10,Low,0.85,0.3,1,0,None,0,100.0
T1012,Closeout & Commissioning,2025-01-27,2025-03-19,50,51,1,1,12,4,31629.36,32208.7,579.34,14,Medium,0.23,0.31,1,1,Moderate,0,79.3
T1013,Closeout & Commissioning,2025-01-23,2025-03-03,32,39,7,1,1,7,13565.79,14187.78,621.99,2,Low,0.9,0.54,0,0,None,1,96.3
T1014,Pre-Construction,2024-04-08,2024-05-29,51,51,0,0,5,8,62811.75,63607.23,795.48,25,High,0.61,0.43,2,0,None,0,96.2
T1015,Finishing & Interiors,2024-10-28,2025-01-06,82,70,-12,0,8,6,13195.23,13704.26,509.03,4,Medium,0.52,0.86,1,0,None,0,100.0
T1016,Closeout & Commissioning,2025-02-17,2025-02-23,5,6,1,1,13,5,46993.17,58270.76,11277.59,22,Medium,0.6,0.2,3,0,None,3,89.5
T1017,Foundation & Sitework,2024-04-08,2024-06-14,56,67,11,1,8,6,77783.74,69648.79,-8134.95,20,Medium,0.73,0.88,4,2,Moderate,0,58.7
T1018,MEP,2024-10-28,2024-11-04,5,7,2,1,11,5,73620.12,70360.54,-3259.58,4,Low,0.21,0.28,0,0,None,0,100.0
T1019,Closeout & Commissioning,2025-01-24,2025-03-16,39,51,12,1,1,8,85445.83,75593.74,-9852.09,8,Low,0.9,0.72,3,0,None,3,93.2
T1020,Pre-Construction,2024-04-04,2024-06-15,58,72,14,1,13,1,86206.03,87413.08,1207.05,14,Low,0.56,0.37,1,0,None,0,96.1
T1021,MEP,2024-09-25,2024-11-06,48,42,-6,0,19,7,50094.35,50495.94,401.59,2,Medium,0.47,0.21,2,0,None,0,95.4
T1022,Structural,2024-08-19,2024-10-22,63,64,1,1,3,2,67081.12,73294.67,6213.55,28,Low,0.31,0.79,0,0,None,0,100.0
T1023,Closeout & Commissioning,2025-01-24,2025-02-08,11,15,4,1,17,9,55326.47,62298.1,6971.63,5,Low,0.55,0.35,1,0,None,0,97.3
T1024,Closeout & Commissioning,2025-01-20,2025-02-18,25,29,4,1,5,1,17801.79,19477.35,1675.56,16,High,0.6,0.63,0,2,Minor,0,65.5
T1025,Closeout & Commissioning,2025-01-22,2025-02-24,34,33,-1,0,8,6,3541.7,3543.27,1.57,25,Low,0.52,0.55,1,0,None,2,90.9
T1026,MEP,2024-10-28,2024-11-24,32,27,-5,0,14,9,25680.05,29169.6,3489.55,20,High,0.74,0.48,4,0,None,0,95.4
T1027,Finishing & Interiors,2024-12-16,2025-01-21,35,36,1,1,4,1,33777.8,44860.34,11082.54,7,Medium,0.54,0.5,2,0,None,0,98.9
T1028,Finishing & Interiors,2024-12-31,2025-01-29,20,29,9,1,11,4,60990.53,62093.49,1102.96,20,Low,0.97,0.69,4,1,Minor,1,85.0
T1029,Structural,2024-08-12,2024-09-19,35,38,3,1,15,4,83927.3,85145.97,1218.67,24,Low,0.68,0.17,1,0,None,0,98.4
T1030,Finishing & Interiors,2024-11-01,2024-12-28,46,57,11,1,19,9,19578.07,20428.33,850.26,10,Low,0.85,0.63,3,0,None,0,99.4
T1031,Pre-Construction,2024-03-18,2024-04-14,22,27,5,1,7,5,11177.52,13429.43,2251.91,5,Medium,0.29,0.82,4,0,None,0,100.0
T1032,MEP,2024-08-12,2024-10-06,43,55,12,1,19,5,92337.13,96384.51,4047.38,7,Medium,0.52,0.15,3,0,None,0,100.0
T1033,Structural,2024-08-07,2024-09-09,26,33,7,1,19,6,9193.18,11696.41,2503.23,9,Medium,0.47,0.21,1,1,Minor,0,88.6
T1034,Foundation & Sitework,2024-05-08,2024-07-15,68,68,0,0,11,1,41471.69,48370.62,6898.93,23,High,0.66,0.67,2,2,Serious,0,48.7
T1035,Pre-Construction,2024-03-29,2024-06-23,67,86,19,1,5,1,59034.52,58970.81,-63.71,28,Medium,0.89,0.45,3,0,None,0,95.1
T1036,MEP,2024-10-25,2024-12-30,60,66,6,1,5,9,54730.58,54596.07,-134.51,2,Low,0.26,0.42,1,0,None,0,100.0
T1037,Structural,2024-08-26,2024-09-05,7,10,3,1,8,3,9391.86,9517.18,125.32,22,Low,0.26,0.21,3,1,Minor,0,84.6
T1038,Finishing & Interiors,2024-12-03,2024-12-08,4,5,1,1,10,4,6157.26,6645.66,488.4,13,High,0.88,0.51,4,0,None,2,98.9
T1039,Pre-Construction,2024-03-12,2024-05-25,57,74,17,1,6,1,11359.93,11442.86,82.93,22,Low,0.37,0.2,1,0,None,0,99.8
T1040,Structural,2024-08-30,2024-10-07,32,38,6,1,15,9,49503.9,58973.18,9469.28,13,Low,0.74,0.48,4,0,None,1,100.0
T1041,MEP,2024-09-26,2024-10-09,14,13,-1,0,16,8,50706.09,54890.14,4184.05,9,Medium,0.63,0.71,0,0,None,1,99.5
T1042,Finishing & Interiors,2024-12-09,2025-01-09,22,31,9,1,17,2,23769.86,24140.34,370.48,11,Low,0.87,0.31,1,0,None,2,91.5
T1043,Structural,2024-07-24,2024-09-09,35,47,12,1,8,8,48526.4,64139.64,15613.24,5,High,0.3,0.48,3,0,None,0,100.0
T1044,MEP,2024-10-14,2025-01-10,72,88,16,1,8,7,79323.62,82186.68,2863.06,11,Medium,0.3,0.89,0,0,None,0,100.0
T1045,Finishing & Interiors,2024-12-30,2025-02-20,60,52,-8,0,9,6,5762.63,5116.32,-646.31,22,Low,0.65,0.65,4,1,Moderate,1,75.6
T1046,MEP,2024-11-04,2024-12-30,56,56,0,0,2,1,40082.44,50314.86,10232.42,13,High,0.96,0.77,4,1,Minor,0,81.0
T1047,Structural,2024-07-23,2024-08-07,15,15,0,0,15,7,68680.08,69241.73,561.65,1,Low,0.53,0.43,3,0,None,3,93.1
T1048,Pre-Construction,2024-03-27,2024-04-25,21,29,8,1,18,7,24424.36,25978.88,1554.52,8,Low,0.46,0.71,0,0,None,0,98.5
T1049,Finishing & Interiors,2024-10-28,2024-11-05,6,8,2,1,3,9,31023.25,31469.32,446.07,9,Low,0.69,0.13,2,0,None,0,95.1
T1050,Pre-Construction,2024-03-15,2024-03-20,3,5,2,1,17,1,50423.01,61750.15,11327.14,25,Low,0.94,0.2,3,0,None,2,93.0
T1051,Finishing & Interiors,2024-12-03,2025-01-01,20,29,9,1,4,2,74485.92,89895.59,15409.67,16,Low,0.87,0.26,4,0,None,4,85.3
T1052,MEP,2024-08-23,2024-10-09,54,47,-7,0,4,9,82100.68,81182.52,-918.16,16,Low,1.0,0.42,1,0,None,0,100.0
T1053,Closeout & Commissioning,2025-01-13,2025-03-22,59,68,9,1,14,9,44855.2,58729.89,13874.69,2,Low,0.22,0.78,0,1,Minor,0,83.4
T1054,Finishing & Interiors,2025-01-06,2025-03-23,76,76,0,0,9,6,59936.4,73291.95,13355.55,29,Low,0.29,0.38,2,0,None,1,100.0
T1055,Closeout & Commissioning,2025-01-15,2025-03-01,46,45,-1,0,9,6,34731.24,37117.42,2386.18,18,Medium,0.69,0.62,1,1,Minor,0,80.0
T1056,Structural,2024-06-21,2024-06-23,1,2,1,1,18,4,59069.85,64455.59,5385.74,0,High,0.86,0.67,0,1,Minor,2,77.1
T1057,Finishing & Interiors,2024-11-27,2024-12-24,29,27,-2,0,10,4,37000.98,47151.98,10151.0,11,Low,0.43,0.57,3,0,None,2,91.4
T1058,Structural,2024-06-24,2024-07-30,32,36,4,1,4,5,18297.66,19803.68,1506.02,6,Low,0.39,0.39,3,1,Minor,0,82.3
T1059,MEP,2024-10-25,2024-11-30,26,36,10,1,12,3,73199.55,70472.09,-2727.46,3,Low,0.83,0.56,0,0,None,0,95.7
T1060,MEP,2024-09-02,2024-09-28,22,26,4,1,8,1,45728.96,56090.0,10361.04,9,Low,0.25,0.37,2,0,None,0,96.9
T1061,Finishing & Interiors,2024-10-30,2024-12-12,30,43,13,1,2,1,32175.83,36503.54,4327.71,12,Medium,0.5,0.17,0,0,None,1,97.6
T1062,Closeout & Commissioning,2024-12-26,2025-01-22,19,27,8,1,13,7,70021.65,91222.58,21200.93,1,Medium,0.6,0.89,1,1,Moderate,0,72.9
T1063,Finishing & Interiors,2024-11-26,2025-02-03,55,69,14,1,16,1,2540.77,3072.48,531.71,9,Low,0.65,0.2,1,0,None,0,99.2
T1064,Structural,2024-07-26,2024-08-15,18,20,2,1,2,1,33579.43,32261.54,-1317.89,20,Low,0.78,0.16,3,0,None,0,98.8
T1065,Structural,2024-08-27,2024-09-07,9,11,2,1,11,3,5049.52,6631.26,1581.74,21,Low,0.48,0.8,0,2,Minor,1,70.8
T1066,Finishing & Interiors,2024-12-20,2025-03-04,55,74,19,1,10,4,81578.32,76886.2,-4692.12,24,Medium,0.69,0.34,3,1,Minor,4,77.1
T1067,Structural,2024-08-08,2024-09-15,32,38,6,1,15,4,63162.57,70508.64,7346.07,3,Low,0.67,0.62,2,0,None,2,93.9
T1068,Foundation & Sitework,2024-04-25,2024-05-01,5,6,1,1,17,2,33671.71,33803.87,132.16,17,High,0.64,0.36,1,0,None,2,92.3
T1069,Structural,2024-08-29,2024-11-09,58,72,14,1,8,1,65088.83,67890.63,2801.8,4,Medium,0.71,0.41,4,0,None,4,84.1
T1070,Structural,2024-08-01,2024-08-24,24,23,-1,0,18,3,43798.78,40197.79,-3600.99,18,Low,0.41,0.31,4,0,None,0,100.0
T1071,Structural,2024-05-28,2024-07-14,48,47,-1,0,9,4,74725.99,75869.13,1143.14,1,Medium,0.27,0.37,0,0,None,4,83.6
T1072,Structural,2024-08-23,2024-10-08,46,46,0,0,8,3,40530.59,45964.18,5433.59,11,High,0.3,0.43,0,0,None,0,98.0
